Titulo,Precio,Provincia,Lugar,Num. dormitorios,Num. banos,Area,Num. garages
Local Comercial en renta sector Capelo local 1,230,Pichincha,"Pichincha, Capelo, Quito, Ecuador",NaN,NaN,45,NaN
120 M2 CASA AMOBLADA RENTA SALGOLQUI JUNTO AL IESS,500,Pichincha,"Pichincha, Sangolquí, Ecuador",3,2,120,NaN
ARRIENDO TERRENO COMERCIAL AV. PRINCIPAL GEOVANNY CALLES MARIANITAS CALDERON,360,Pichincha,"Pichincha, San Patricio, Calderon, Quito, Ecuador",NaN,2,8,NaN
Hermoso departamento de arriendo de oportunidad Ponceano Alto $370,370,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,2,110,1
Hermosa suite departamento en arriendo Pinar Alto,430,Pichincha,"Pichincha, El Pinar Alto, Quito, Ecuador",1,2,70,1
Hermoso departamento de arriendo sector 6 de Diciembre y Gonzáles Suarez,500,Pichincha,"Pichincha, Gonzalez Suarez, Quito, Ecuador",3,3,120,2
Se arrienda hermosa suite amoblada Ponceano alto,350,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",1,1,70,1
Hermosa casa de arriendo de oportunidad $450 Ponceano alto,450,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,3,140,2
Hermoso departamento de arriendo de oportunidad $380 sector Ponceano alto tres dormitorios,380,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,2,135,2
Rento cómodo y seguro departamento en San Carlos,240,Pichincha,"Pichincha, Machala Y Vaca de Castro, Quito, Ecuador",2,1,100,1
"Rento casa, sector Ponceano",450,Pichincha,"Pichincha, Ponciano Alto, Quito, Ecuador",3,3,127,1
"ALQUILO CASA DE 2 PLANTAS MALAGA 2, VIA SALITRE",400,Guayas,"Guayas, Salitre 5, Guayaquil, Ecuador",3,3,105,2
RENTO DPTO. 3 DORMITORIOS EN LA JIPIJAPA,450,Pichincha,"Pichincha, Isla Isabela, Quito, Ecuador",3,3,136,1
AMPLIO PATIO ESQUINERO EN ZONA COMERCIAL,700,Pichincha,"Pichincha, Avenida Alonso De Angulo, Quito, Ecuador",NaN,2,80,NaN
ARRIENDO LOCAL AMPLIO EN LA VILLAFLORA,700,Pichincha,"Pichincha, Av Alonso De Angulo, Quito, Ecuador",NaN,1,100,NaN
"LOTES PARA SU CASA VACACIONAL PLAYERA O PARA SU VIVIENDA PERMANENTE, DENTRO DE LOTIZACIÓN PRIVADA EN PUERTO CAYO A 30 MINUTOS DE PUERTO LOPEZ; VENTAS: +593987213710",6000,Manabí,"Manabí, Playa de Puerto Cayo, Jipijapa, Manabi",NaN,NaN,NaN,1
Alquiler de Departamento 3 dormitorios Urb. Parque Magno,1200,Guayas,"Guayas, Parque Magno, Avenida Los Arrozales, Samborondón, Ecuador",3,3,139,2
Alquilo Bodega 212 mts via a Daule,954,Guayas,"Guayas, Vía a Daule, Guayaquil, Ecuador",NaN,NaN,212,1
SUITE BOSMEDIANO RENTA,520,Pichincha,"Pichincha, Jose Bosmediano, Quito, Ecuador",1,2,70,1
"Arriendo Quinta a 10 minutos del Aeropuerto Internacional Sucre, Sector Tumbaco Arenal Hilacryl",1000,Pichincha,"Pichincha, Rio San Pedro E4-325 y Rio Chiche",4,3,500,10
Moderno Departamento/Suite Amoblado Sector La Carolina,540,Pichincha,"Pichincha, Edificio Atelier, Avenida 6 de Diciembre, Quito, Ecuador",1,2,80,NaN
Suite Amoblada de Lujo en la Shyris,450,Pichincha,"Pichincha, De Los Shyris Y Portugal, Quito, Ecuador",1,1,50,1
"Alquiler hermoso departamento 2 dormitorios. Sector embajada americana, solca, norte de Quito.",340,Pichincha,"Pichincha, Avigiras & De los Cholanes, Quito, Ecuador",2,2,85,1
"Alquiler hermosa suite amoblada Av. República de El Salvador, norte de Quito",430,Pichincha,"Pichincha, Av República de El Salvador, Quito, Ecuador",1,1,65,1
"Alquiler departamento 3 dormitorios en San Pedro Claver, Av. La Prensa y Fernandez Salvador, norte de Quito",310,Pichincha,"Pichincha, Av. Dr. José Fernández Salvador, Quito, Ecuador",3,1,90,1
Rento Suite 75 metros sector Republica del Salvador,450,Pichincha,"Pichincha, Av. Portugal & Av República de El Salvador, Quito 170102, Ecuador",1,2,75,1
"ARRIENDO DEPARTAMENTO 3 DORMITORIOS, SECTOR UNIVERSIDAD CATÓLICA,",420,Pichincha,"Pichincha, Avenue 12 De Octubre 1076, Quito 170143, Ecuador",3,2,110,1
Alquilo 2 Departamentos grandes de 4 dormitorios Sector El Bosque,720,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",4,3,230,2
Vendo o arriendo Departamento en El Condado Vicolinci,600,Guayas,"Guayas, El Condado Vicolinci, Avenida León Febres Cordero Ribadeneyra, Ecuador",2,3,121,2
"APARTAMENTOS, SUITES Y HABITACIONES AMOBLADAS Y EQUIPADAS DE ARRIENDO",400,Pichincha,"Pichincha, Francisco Robles E2-07 Y PAEZ , Quito, Ecuador",3,2,100,1
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,3,125,1
Hermosa suite de lujo de arriendo por estrenar 6 de Diciembre,570,Pichincha,"Pichincha, 6 De Diciembre, Quito, Ecuador",1,2,75,1
Hermosa casa de arriendo por estrenar Pomasqui,400,Pichincha,"Pichincha, Pomasqui, Quito, Ecuador",3,3,95,1
Hermosa suite por estrenar Monteserrin ecopark de oportunidad,500,Pichincha,"Pichincha, Monteserrin, Quito, Ecuador",1,2,75,1
Arriendo departamento en Tonsupa Esmeraldas,508,Esmeraldas,"Esmeraldas, Av. Club del Pacífico, Tonsupa, Ecuador",3,3,140,1
Departamento de arriendo al Norte de Quito,350,Pichincha,"Pichincha, Pedro Garcia Moreno, Quito, Ecuador",3,3,110,1
SE ARRIENDA LOCAL COMERCIAL/ OFICINA / CONSULTORIO – SECTOR 9 DE OCTUBRE,245,Pichincha,"Pichincha, 9 de Octubre & Avenida Eloy Alfaro, Quito, Ecuador",2,1,49,NaN
Hermoso departamento de arriendo en Quito tenis,1100,Pichincha,"Pichincha, Quito Tenis, Quito, Ecuador",4,4,300,2
Hermoso departamento de arriendo sector Quito Tennis de oportunidad,450,Pichincha,"Pichincha, Quito Tenis, Quito, Ecuador",2,2,90,1
Hermoso departamento de arriendo de oportunidad $420 sector Brasil,420,Pichincha,"Pichincha, Avenida Brasil, Quito, Ecuador",2,1,90,1
Hermosa casa de arriendo sector colegio sek,600,Pichincha,"Pichincha, Colegio Internacional SEK - Ecuador, De los Guayacanes, Quito, Ecuador",3,3,160,2
Hermoso departamento duplex de arriendo de oportunidad Ponceano Alto,500,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,3,196,3
Hermoso departamento de arriendo sector Ponceano alto,280,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",2,2,85,1
Hermoso departamento de arriendo de oportunidad González Suárez,550,Pichincha,"Pichincha, Gonzalez Suarez, Quito, Ecuador",2,2,100,2
Hermoso departamento de arriendo de oportunidad sector El Pinar,350,Pichincha,"Pichincha, El Pinar, Quito, Ecuador",3,2,90,1
Casa con LOCAL COMERCIAL en arriendo – Mitad del Mundo,690,Pichincha,"Pichincha, Mitad del Mundo, 5, Quito, Ecuador",3,2,311,NaN
Hermoso departamento de arriendo sector Granda Centeno de oportunidad,530,Pichincha,"Pichincha, Granda Centeno, Quito, Ecuador",2,2,90,1
Hermoso departamento de arriendo sector Quicentro norte,600,Pichincha,"Pichincha, Quicentro Shopping, Avenida de los Shyris, Quito, Ecuador",2,3,110,2
Hermosa suite amoblada sector Bosque de oportunidad,500,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",1,2,75,1
Alquilo Departamento de 2 Dormitorios en Nva. Kennedy,300,Guayas,"Guayas, Pichincha, 6º Pasaje 9 NO Kennedy Guayaquil Guayaquil",2,2,64,0
Alquilo Suite de 2 Ambientes en Nva. Kennedy,200,Guayas,"Guayas, 6º Pasaje 9 NO, Guayaquil 090512, Ecuador",1,1,24,0
Alquilo Dpto de 3 Dormitorios en Nva. Kennedy,400,Guayas,"Guayas, 6º Pasaje 9 NO Kennedy Guayaquil Guayaquil",3,2,96,0
"Alquilo City Suites Departamento Amoblado, Guayaquil",600,Guayas,"Guayas, City Suites - Luxury, Avenida Benjamín Carrión Mora, Guayaquil, Ecuador",1,1,38,1
"Alquiler Departamento Samanes, Norte de Guayaquil",350,Guayas,"Guayas, Avenida 1C NE Samanes Guayaquil Guayaquil",2,2,100,0
"Alquilo Las Cumbres, Ceibos, Guayaquil",850,Guayas,"Guayas, Urbanización Las Cumbres, Guayaquil, Ecuador",3,4,200,2
Hermoso departamento de arriendo amoblado República del Salvador Amoblado,750,Pichincha,"Pichincha, Naciones Unidas Y Republica del Salvador, Quito, Ecuador",2,3,100,1
Hermoso departamento de arriendo amoblado sector Brasil,500,Pichincha,"Pichincha, Avenida Brasil, Quito, Ecuador",2,3,100,1
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,"Pichincha, poceano quito",3,3,100,2
Hermoso departamento de arriendo sector Quicentro norte,620,Pichincha,"Pichincha, Quicentro Shopping, Avenida de los Shyris, Quito, Ecuador",2,3,120,2
Arriendo departamento en Condominios el Inca,280,Pichincha,"Pichincha, De Los Colimes esq, Quito 170125, Ecuador",3,1,64,NaN
"Suite en alquiler, sector Plaza Artigas",400,Pichincha,"Pichincha, Destruge, Quito 170109, Ecuador",1,1.5,56.84,1
"Oficina en renta, sector Hotel Quito-Av. 12 de Octubre",2000,Pichincha,"Pichincha, La Paz, Quito, Ecuador",NaN,3,208.95,4
"Local comercial en alquiler, sector Iñaquito",800,Pichincha,"Pichincha, Juan González, Quito, Ecuador",NaN,1,60,0
"Depto de lujo, excelente vista y ubicacion.",400,Pichincha,"Pichincha, Calle B, Quito 170132, Ecuador",1,2,97,1
"COD # 081 VENTA DE MACRO LOTE DE OPORTUNIDAD, EN CHANDUY, FRENTE AL MAR.",9,Santa Elena,"Santa Elena, Chanduy, Ecuador",NaN,NaN,200000,NaN
Hermosa casa de arriendo de oportunidad sector Pomasqui $350,350,Pichincha,"Pichincha, Pomasqui, Quito, Ecuador",3,3,103,2
Hermoso departamento de arriendo de oportunidad sector Union nacional bosque,450,Pichincha,"Pichincha, Unión Nacional de Periodistas, Quito, Ecuador",3,3,130,1
Hermoso departamento de lujo en. Arriendo sector el bosque,500,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",2,2,103,1
Rento Casa Av Intervalles,1400,Pichincha,"Pichincha, Av. Intervalles, Ecuador",NaN,NaN,NaN,NaN
"LAVISTA TOWERS, 50XDIA, 300XSEMANA, 550XQUINCENA, 1000XMES, SEGURIDAD Y PRIVACIDAD.",1000,Guayas,"Guayas, Los Álamos Alamos Guayaquil Guayas",2,2,70,1
Hermoso departamento de arriendo duplex sector Ponceano alto,400,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",2,2,85,1
Hermoso departamento de arriendo sector Gonzales Suárez,750,Pichincha,"Pichincha, Gonzalez Suarez, Quito 170517, Ecuador",2,2,130,1
Rento casa comercial sector 12 de octubre ideal para restaurantes,2500,Pichincha,"Pichincha, Avenue 12 de Octubre, Quito, Ecuador",4,4,500,8
Arriendo dos locales de oportunidad sector plaza de toros isla floreana,1100,Pichincha,"Pichincha, Avenida Isla Floreana, Quito, Ecuador",NaN,NaN,170,3
Hermoso departamento por estrenar sector Portugal,550,Pichincha,"Pichincha, Avenida Portugal, Quito, Ecuador",2,2,95,1
Renta Departamento 2 Habitaciones Republica del Salvador SECTOR QUICENTRO,650,Pichincha,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",2,2,109,1
"Departamento de arriendo, Rep. del Salvador, 120 mts, $ 600 JD",600,Pichincha,"Pichincha, Av República de El Salvador La Carolina Quito Distrito Metropolitano de Quito",2,3,120,1
DEPARTAMENTO DE DOS HABITACIONES SECTOR CAROLINA,650,Pichincha,"Pichincha, La Carolina, Quito, Ecuador",2,2,85,2
DEPARTAMENTO EN RENTA 160M2 GASPAR DE VILLAROEL $600,600,Pichincha,"Pichincha, Av. 6 de Diciembre, Quito, Ecuador",NaN,NaN,NaN,NaN
DEPARTAMENTO FRENTE AL C.C.EL BOSQUE 242M2,1200,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",3,3,242,3
OFICINA SECTOR GRANDA CENTENO $550,550,Pichincha,"Pichincha, Granda Centeno, Quito 170521, Ecuador",5,3,200,1
SUITE AMOBLADO 60M2 SECTOR 12 DE OCTUBRE EN RENTA.,530,Pichincha,"Pichincha, Ave 12 de Octubre, Quito, Ecuador",1,1,60,1
"Puerto Azul, Departamento en Alquiler",600,Guayas,"Guayas, Vía a la Costa, Ecuador",2,2,77,NaN
"Urdesa Central, Suite Amoblada",400,Guayas,"Guayas, Urdesa Central, Guayaquil 090511, Ecuador",1,1,45,NaN
"RENTA MODERNO DEPARTAMENTO, SECTOR CENTRO NORTE, CATALINA ALDAZ",650,Pichincha,"Pichincha, CATALINA ALDAZ",2,2,100,1
"Hm/ San Carlos, 300 Usd! Departamento 2 Habitaciones de 60 m² en Arriendo.",300,Pichincha,"Pichincha, La Concepción Quito Distrito Metropolitano de Quito Pichincha",2,1,60,1
"Renta Suite Amoblada, Carolina, Sector Centro Norte",470,Pichincha,"Pichincha, Corea, Quito 170102, Ecuador",1,1,62,1
"Rento Departamento, Cerca Plataforma Gubernamental, Sector Centro Norte",475,Pichincha,"Pichincha, Japón, Quito 170102, Ecuador",2,1,90,1
"Rento Departamento Amoblado, Sector Republica del Salvador",850,Pichincha,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",3,3,110,1
"Arriendo Oficina Amoblada, Sector Mall El Jardin, Av Amazonas",400,Pichincha,"Pichincha, Av. Amazonas, Quito, Ecuador",NaN,1,50,NaN
"Rento Oficina Moderna Amoblada, Sector Pradera",850,Pichincha,"Pichincha, Mariana de Jesus, Quito, Ecuador",NaN,1,75,2
"Rento Bonita Suite Amoblada, Republica del Salvador",480,Pichincha,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",1,2,61,1
"Rento Local Comercial Sector Centro Norte, Granados",1500,Pichincha,"Pichincha, De los Granados, Quito, Ecuador",4,3,150,0
"RENTO SUITE MODERNA, TOTALMENTE AMOBLADA Y EQUIPADA.. CAROLINA",690,Pichincha,"Pichincha, Av. Portugal, Quito 170102, Ecuador",1 HABITACIÓN,2,60,1
"DEPARTAMENTO AMOBLADO EN RENTA TRES DORMITORIOS, REPÚBLICA DE EL SALVADOR",850,Pichincha,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",3,4,130,1
SUITE SEMIAMOBLADA EN RENTA. QUITO TENIS $360,360,Pichincha,"Pichincha, Hidalgo de Pinto Chaupicruz Quito Distrito Metropolitano de Quito",1,1,70,1
Departamento en Arriendo Bellavista,550,Pichincha,"Pichincha, Ignacio Bossano & Avenida 6 de Diciembre, Quito 170102, Ecuador",2,2,69,1
Departamento en Venta – Arriendo Carcelén/Mastodontes,300,Pichincha,"Pichincha, Jaime Roldós Aguilera & Calle E, Quito, Ecuador",2,2,84,1
Alquiló local en la 10 de Agosto y Mariana de Jesús,850,Pichincha,"Pichincha, 10 de agosto y mariana de Jesús",NaN,2,140,NaN
RENTO OFICINA EN SECTOR CAROLINA,750,Pichincha,"Pichincha, Tamayo & Avenida 6 de Diciembre, Quito 170102, Ecuador",4,2,96,2
ARRIENDO DEPARTAMENTO AMOBLADO,819,Pichincha,"Pichincha, Finlandia & Suecia, Quito, Ecuador",2,3,100,NaN
"Rento Oficina comercial Torre Boreal, Av. 12 de Octubre y Av. Colon, sector La Floresta",400,Pichincha,"Pichincha, N24-739 Avenue 12 De Octubre Mariscal Sucre Quito",NaN,1,60,1
ALQUILO SUITE TEMPORAL EN AV REPÚBLICA DEL SALVADOR,1000,Pichincha,"Pichincha, AV. REPÚBLICA DEL SALVADOR Y MOSCU",1,1,70,1
EDIFICIO EN RENTA,9000,Pichincha,"Pichincha, Avenida 10 de Agosto, Quito, Ecuador",0,6,4000,20
CASA PARA OFICINAS EN RENTA,2100,Pichincha,"Pichincha, SECTOR PLATAFORMA FINANCIERA NORTE",6,5,460,5
Casa en renta valle La ESPE,600,Pichincha,"Pichincha, Sangolquí, Ecuador",NaN,NaN,NaN,NaN
Hermoso departamento excelente sector Ponceano,500,Pichincha,"Pichincha, Ponceano",3,2,100,1
Hermosa casa De oportunidad 3 dormitorios excelente sector Ponceano Alto,480,Pichincha,"Pichincha, Ponceano Alto, Quito, Ecuador",3,3,150,1
Hermosa casa excelente sector colegio SEK quito,600,Pichincha,"Pichincha, De los Guayacanes N51, Quito 170124, Ecuador",4,3,200,2
Hm/ Sector La Pradera Usd 520 Se Arrienda Hermosa Suite Amoblada de 46 m².,520,Pichincha,"Pichincha, Diego de Almagro La Pradera Quito Distrito Metropolitano de Quito",1,1,46,1
Hm/amazonas en Renta 100 m² – Mariscal Sucre Usd 850,850,Pichincha,"Pichincha, Av. Gral. Ignacio de Veintimilla & Av. Amazonas, Quito 170143, Ecuador",2,2,100,0
Hermoso departamento 2 Dormitorios excelente sector CCI,500,Pichincha,"Pichincha, Centro Comercial Iñaquito (CCI), Quito, Ecuador",2,2,100,1
ARRIENDO CAROLINA 3 DORMITORIOS 105 M2 $600,600,Pichincha,"Pichincha, Av. Eloy Alfaro & Av. de los Shyris, Quito 170102, Ecuador",3,2,105,1
VENDO O ARRIENDO QUINTA EN TUMBACO ARENAL HILACRYL,1200,Pichincha,"Pichincha, Aurelio Dávila Cajas, Quito, Ecuador",3,2,300,4
"Se alquila suite segura, cómoda y económica",165,Guayas,"Guayas, Urbanor, Guayaquil 090510, Ecuador",1,1,32,0
Arriendo Dep. Cumbaya,300,Pichincha,"Pichincha, Rodrigo Nuñez, Quito 170184, Ecuador",2,1,100,1
Hermoso departamento de alquiler Sector El Batan,700,Pichincha,"Pichincha, El Batán, Quito, Ecuador",2,2.5,100,2
"Suite de alquiler amoblada en el Batan, ideal para estudiante!",500,Pichincha,"Pichincha, El Batán, Quito, Ecuador",1,1.5,60,1
Hermoso departamento de alquiler en el Batan,700,Pichincha,"Pichincha, El Batán, Quito, Ecuador",3,2.5,115,2
Hermoso Suite Loft amoblado de alquiler sector Whimper,550,Pichincha,"Pichincha, Whymper, Quito, Ecuador",1,2,74,1
Departamento de alquiler Urbanización El Condado,680,Pichincha,"Pichincha, Urbanización El Condado, Calle C, Quito, Ecuador",3,3,210,2
De Oportunidad casa de alquiler Urbanización El Condado SIN MUEBLES,750,Pichincha,"Pichincha, Calle C, Quito 170134, Ecuador",3,3,254,2
Alquiler suite de lujo sector El Bosque,550,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",1,2,70,2
Arriendo Departamento en González Suárez,500,Pichincha,"Pichincha, Gonzalez Suarez, Quito, Ecuador",3,3,131,NaN
Arriendo Oficina Amoblada,500,Pichincha,"Pichincha, Quito, Ecuador",NaN,1,60,2
Arriendo o vendo amplia casa en San Rafael,3000,Pichincha,"Pichincha, Avenida General Enriquez & Isla San Cristobal, Quito, Ecuador",7,7,770,3
RENTA DEPARTAMENTO PONCIANO ALTO,490,Pichincha,"Pichincha,",3,2,180,1
Arriendo Suite Amoblada Estreno Carolina,600,Pichincha,"Pichincha, Avenida Eloy Alfaro, Quito, Ecuador",1,1,57,1
Arriendo Suite Amoblada República del Salvador,500,Pichincha,"Pichincha, La Carolina Quito Distrito Metropolitano de Quito Pichincha",1,1,65,1
Amplio departamento de alquiler Urbanización El Condado,500,Pichincha,"Pichincha, Calle C, Quito 170134, Ecuador",3,3,150,2
Departamento de arriendo Sector El Bosque,850,Pichincha,"Pichincha, El Bosque, Quito, Ecuador",3,2.5,140,2
Departamento de alquiler sector La Carolina por estrenar,800,Pichincha,"Pichincha, La Carolina, Quito, Ecuador",3,3.5,127,2
Casa de alquiler en Santa Lucia,550,Pichincha,"Pichincha, Santa Lucia, Quito, Ecuador",4,3.5,160,1
Céntrico departamento en arriendo Sector La Carolina,650,Pichincha,"Pichincha, La Carolina, Quito, Ecuador",2,2.5,100,1
Hermosa Casa de Lujo con piscina independiente de arriendo en Pusuqui,2500,Pichincha,"Pichincha, Pusuqui, Quito, Ecuador",4,5,700,5
SUITE DE ALQUILER AMOBLADA SECTOR MALL DEL SOL,800,Guayas,"Guayas, Av de Las Américas, Guayaquil 090513, Ecuador",1,1,80,1
SUITE DE ALQUILER TOTALMENTE AMOBLADA SECTOR MALL DEL SOL,800,Guayas,"Guayas, Av de Las Américas, Guayaquil, Ecuador",1,1,85,1
Lindo departamento semi amoblado de arriendo Sector Monteserrin,800,Pichincha,"Pichincha, Monteserrin, Quito, Ecuador",3,4,138,2
De oportunidad Galpón de arriendo Sector Pusuqui,4500,Pichincha,"Pichincha, Pusuqui, Quito, Ecuador",NaN,2,1000,3
Amplia y hermosa oficina en alquiler sector Batán bajo,700,Pichincha,"Pichincha, Batan Bajo, Quito, Ecuador",5,1,180,1
De oportunidad terreno en arriendo Sector Ponceano,1500,Pichincha,"Pichincha, Ponciano Alto, Quito, Ecuador",NaN,NaN,NaN,NaN
Amplio departamento amoblado en alquiler Sector Quito Tenis,1200,Pichincha,"Pichincha, Quito Tenis, Quito, Ecuador",3,3,190,2
Almacén de 2 plantas en arriendo Sector Calderón,4900,Pichincha,"Pichincha, Calderón, Quito, Ecuador",NaN,2,700,1
Precioso Departamento en alquiler Sector El Batán,740,Pichincha,"Pichincha, El Batán, Quito, Ecuador",3,3,140,2
Céntrico departamento en arriendo Sector República del Salvador,780,Pichincha,"Pichincha, Naciones Unidas Y Republica del Salvador, Quito, Ecuador",3,2.5,183,2
Departamento de alquiler en Sector Quito Tenis,1700,Pichincha,"Pichincha, Quito Tenis, Quito, Ecuador",3,3.1,271,2
Hermoso departamento de alquiler Sector El Condado,550,Pichincha,"Pichincha, Urbanización El Condado, Calle C, Quito, Ecuador",2,2.5,115,2
